strategy,split,start_date,end_date,total_return,annual_return,annual_volatility,max_drawdown,sharpe,sortino,calmar,trades,win_rate,profit_factor,average_trade_return,average_holding_days,average_entry_gap,turnover,average_exposure,final_equity,benchmark_total_return,benchmark_max_drawdown,equal_weight_total_return,equal_weight_max_drawdown,excess_total_return,excess_vs_equal_weight,buy_attempts,buy_blocked_limit,buy_capacity_limited,sell_blocked_limit,sell_blocked_suspension,t1_stop_triggered,market_gate_blocked_days,open_positions_at_end,horizon,strategy_origin,trading_days,positions_observed,short_sample_warning,validation_status,return_rank
risk_adjusted20_4_ma20,3_months,2026-05-01,2026-07-31,-0.025983149687900164,-0.10305378547725941,0.3852250376091888,-0.2205718110064272,-0.08852156713910905,-0.11923534962215228,-0.4672119479231938,35,0.34285714285714286,0.8777767070003092,-0.006401663620496007,5.628571428571429,-0.0031519421511622347,17.529493278317847,0.8606805682138341,974016.8503120998,-0.07862528198854357,-0.12169285646599992,-0.07031504572724889,-0.1341800105640888,0.05264213230064341,0.04433189603934873,39,0,0,0,0,2,0,4,3_months,first_pass_new,62,39,True,frozen_before_horizon_comparison,12
risk_adjusted20_6_ma20,3_months,2026-05-01,2026-07-31,-0.0696051847054,-0.25773340264419486,0.37674765162236235,-0.23643826259059275,-0.5998592932920263,-0.766458632358083,-1.0900663869725518,53,0.3018867924528302,0.7815098532894326,-0.010709433660689103,5.39622641509434,-0.0037519948708946297,17.55497889054654,0.8491258282859747,930394.8152946,-0.07862528198854357,-0.12169285646599992,-0.07031504572724889,-0.1341800105640888,0.009020097283143569,0.0007098610218488899,59,0,0,0,0,5,0,6,3_months,first_pass_new,62,59,True,frozen_before_horizon_comparison,13
daily_breakout_2_time5_market_ma60,3_months,2026-05-01,2026-07-31,-0.0900626989999006,-0.32287269266102514,0.47920821525204454,-0.2881401849982126,-0.5717418085613731,-0.7614102326945363,-1.1205403115258914,34,0.4411764705882353,0.8681290786991228,-0.003920076340322036,1.6176470588235294,-0.0035416947757061696,34.2955929862674,0.43218673527867013,909937.3010000994,-0.07862528198854357,-0.12169285646599992,-0.07031504572724889,-0.1341800105640888,-0.011437417011357032,-0.01974765327265171,34,0,0,0,0,13,19,0,3_months,first_pass_new,62,34,True,frozen_before_horizon_comparison,14
daily_rank_no_touch_10_time2,3_months,2026-05-01,2026-07-31,-0.09345242308000035,-0.33323270749380696,0.40226370794933464,-0.1930991080072595,-0.8043601966076672,-1.1944263725565525,-1.7257081657843765,294,0.46598639455782315,0.8517149988259359,-0.004071445242138416,1.846938775510204,-0.004640817710840438,56.36704979192772,0.854537612003342,906547.5769199997,-0.07862528198854357,-0.12169285646599992,-0.07031504572724889,-0.1341800105640888,-0.014827141091456775,-0.023137377352751454,311,0,0,0,0,22,0,10,3_months,first_pass_new,62,304,True,frozen_before_horizon_comparison,15
daily_rank_no_touch_10_time1,3_months,2026-05-01,2026-07-31,-0.13567438729710035,-0.4524737752842717,0.4005277829429404,-0.2235665949264214,-1.3008481355446755,-1.9368794637393516,-2.0238881190331077,588,0.48299319727891155,0.8452686114790885,-0.002836244138464542,1.0,-0.004898245958133447,111.0779852916215,0.9074907958972865,864325.6127028996,-0.07862528198854357,-0.12169285646599992,-0.07031504572724889,-0.1341800105640888,-0.05704910530855678,-0.06535934156985146,610,0,0,0,0,37,0,10,3_months,first_pass_new,62,598,True,frozen_before_horizon_comparison,16
daily_breakout_2_time1,3_months,2026-05-01,2026-07-31,-0.13990132644870035,-0.4634511366518467,0.663768219364456,-0.27066778580210693,-0.6012945967339935,-0.9157183088289431,-1.712250814327381,120,0.4666666666666667,0.845027231687257,-0.002693466210078038,1.0,-0.0045244009718906604,117.15656557870976,0.9583213032139284,860098.6735512996,-0.07862528198854357,-0.12169285646599992,-0.07031504572724889,-0.1341800105640888,-0.061276044460156776,-0.06958628072145145,122,0,2,0,0,28,0,2,3_months,first_pass_new,62,122,True,frozen_before_horizon_comparison,17
daily_rank_10_time1,3_months,2026-05-01,2026-07-31,-0.19932467281599986,-0.6008240808411546,0.4081377219826652,-0.25764587894376534,-2.0403074568700084,-3.083306278002976,-2.331976289720871,593,0.463743676222597,0.8383255392561343,-0.003657398592602784,1.0,0.0025558159666890846,113.09633698294522,0.9211089058485682,800675.3271840002,-0.07862528198854357,-0.12169285646599992,-0.07031504572724889,-0.1341800105640888,-0.12069939082745629,-0.12900962708875097,610,2,0,0,0,51,0,10,3_months,first_pass_new,62,603,True,frozen_before_horizon_comparison,18
daily_breakout_2_time2,3_months,2026-05-01,2026-07-31,-0.2080575700023003,-0.6185054274952062,0.5441358167430286,-0.3407341236523279,-1.496922555040902,-2.920393608392871,-1.815214222941479,60,0.36666666666666664,0.6963213030736993,-0.008583292014912421,1.3333333333333333,-0.0028536472221649843,59.16223625700975,0.6430023771266946,791942.4299976997,-0.07862528198854357,-0.12169285646599992,-0.07031504572724889,-0.1341800105640888,-0.12943228801375672,-0.1377425242750514,62,0,1,0,0,16,0,2,3_months,first_pass_new,62,62,True,frozen_before_horizon_comparison,19
momentum5_4_time10,3_months,2026-05-01,2026-07-31,-0.23406537112750014,-0.6676628840040967,0.42505110065298274,-0.3321002766913458,-2.3718564189566753,-3.6655604715180385,-2.0104255577739942,79,0.26582278481012656,0.6775094774063399,-0.014387465764293008,2.2531645569620253,-0.005757229117285737,38.88097052718598,0.7254542850210092,765934.6288724998,-0.07862528198854357,-0.12169285646599992,-0.07031504572724889,-0.1341800105640888,-0.15544008913895657,-0.16375032540025125,83,0,0,0,0,17,0,4,3_months,first_pass_new,62,83,True,frozen_before_horizon_comparison,20
reversal10_4_time5,3_months,2026-05-01,2026-07-31,-0.2853249822166001,-0.750367511332143,0.40247649140402225,-0.31884720847338444,-3.236295105919942,-5.239977718092216,-2.353376449255567,60,0.35,0.5132373451051131,-0.02031474334899429,3.3333333333333335,-0.0003933959423532122,29.697745206642548,0.8180631936550524,714675.0177833999,-0.07862528198854357,-0.12169285646599992,-0.07031504572724889,-0.1341800105640888,-0.2066997002280565,-0.21500993648935118,64,0,0,0,0,5,0,4,3_months,first_pass_new,62,64,True,frozen_before_horizon_comparison,21
daily_breakout_2_time10,6_months,2026-02-01,2026-07-31,0.5177981316874001,1.4378075599786806,0.4818309850977965,-0.14193707432089708,2.09376784502489,3.3552331812645,10.129894298990742,68,0.5441176470588235,1.417306840311227,0.013041014422579315,2.5,-0.003820140861593164,69.11830602783225,0.7024600862408878,1517798.1316874002,-0.021815344757348365,-0.12169285646600003,-0.07584634820825964,-0.1341800105640888,0.5396134764447484,0.5936444798956597,70,0,2,0,0,16,0,2,6_months,first_pass_new,119,70,True,frozen_before_horizon_comparison,1
daily_breakout_2_time2,6_months,2026-02-01,2026-07-31,0.4312367433716018,1.1504847881930567,0.48397990111077044,-0.13348599164438213,1.8282645227010064,2.524068467110648,8.618767962244641,116,0.5862068965517241,1.2792792471820642,0.006939606812938681,1.5258620689655173,-0.005909429187085173,112.78276181464034,0.7386007449974212,1431236.7433716017,-0.021815344757348365,-0.12169285646600003,-0.07584634820825964,-0.1341800105640888,0.45305208812895015,0.5070830915798614,118,0,4,0,0,18,0,2,6_months,first_pass_new,119,118,True,frozen_before_horizon_comparison,2
daily_breakout_2_fixed,6_months,2026-02-01,2026-07-31,0.3760827532881996,0.9773719302197532,0.49337447676440405,-0.14185533788788818,1.6304268528657615,2.58529606252737,6.889920004224266,65,0.5076923076923077,1.2994660436328511,0.010220699631596742,2.6,-0.0019809266960451283,66.26927185422788,0.7002829209615128,1376082.7532881997,-0.021815344757348365,-0.12169285646600003,-0.07584634820825964,-0.1341800105640888,0.397898098045548,0.45192910149645926,67,0,2,0,0,16,0,2,6_months,existing_git,119,67,True,frozen_before_horizon_comparison,3
daily_breakout_2_time3,6_months,2026-02-01,2026-07-31,0.25047893595680026,0.6118167331995115,0.5032066706635587,-0.14684568412412702,1.1999804912756973,2.0995204694873193,4.166392337975351,92,0.5,1.161907751717905,0.004457404770261776,1.8804347826086956,-0.004424354417635701,89.38817703472508,0.7068250373618089,1250478.9359568004,-0.021815344757348365,-0.12169285646600003,-0.07584634820825964,-0.1341800105640888,0.27229428071414863,0.3263252841650599,94,0,3,0,0,21,0,2,6_months,first_pass_new,119,94,True,frozen_before_horizon_comparison,4
daily_breakout_2_time5,6_months,2026-02-01,2026-07-31,0.19528298396109922,0.46367946744611244,0.4901528955686693,-0.14209044906664903,1.0237268680198075,1.5306621571609487,3.263269772823497,76,0.4473684210526316,1.1161047215729145,0.004727390361643006,2.223684210526316,-0.003404122667117847,75.6678697229472,0.7035732320339715,1195282.9839610993,-0.021815344757348365,-0.12169285646600003,-0.07584634820825964,-0.1341800105640888,0.2170983287184476,0.27112933216935886,78,0,1,0,0,15,0,2,6_months,first_pass_new,119,78,True,frozen_before_horizon_comparison,5
daily_breakout_4_time10,6_months,2026-02-01,2026-07-31,0.12314412539000075,0.28147367862877526,0.36408939392379724,-0.10910305206825066,0.8631948694909592,1.5357830694589856,2.5798882184587852,135,0.45185185185185184,1.0849897953268068,0.0032074709629295855,2.474074074074074,-0.005491919108272746,66.79036869900129,0.6968110453677029,1123144.1253900006,-0.021815344757348365,-0.12169285646600003,-0.07584634820825964,-0.1341800105640888,0.1449594701473491,0.1989904735982604,139,0,0,0,0,27,0,4,6_months,first_pass_new,119,139,True,frozen_before_horizon_comparison,6
