strategy,split,start_date,end_date,total_return,annual_return,annual_volatility,max_drawdown,sharpe,sortino,calmar,trades,win_rate,profit_factor,average_trade_return,average_holding_days,average_entry_gap,turnover,average_exposure,final_equity,benchmark_total_return,benchmark_max_drawdown,equal_weight_total_return,equal_weight_max_drawdown,excess_total_return,excess_vs_equal_weight,buy_attempts,buy_blocked_limit,buy_capacity_limited,sell_blocked_limit,sell_blocked_suspension,t1_stop_triggered,market_gate_blocked_days,open_positions_at_end,horizon,strategy_origin,trading_days,positions_observed,short_sample_warning,validation_status,return_rank
daily_breakout_2_time5_market_ma20,6_months,2026-02-01,2026-07-31,0.06971977019290021,0.15480554701032356,0.34125137415642287,-0.16983626211946024,0.5933239766465391,0.6319226498173784,0.9114987875877515,40,0.475,1.123177034972236,0.004780261311016798,2.45,-0.0068444202450718165,39.20894725694077,0.40207487745876064,1069719.7701929002,-0.021815344757348365,-0.12169285646600003,-0.07584634820825964,-0.1341800105640888,0.09153511495024858,0.14556611840115985,40,0,0,0,0,7,56,0,6_months,first_pass_new,119,40,True,frozen_before_horizon_comparison,7
momentum5_4_time10,6_months,2026-02-01,2026-07-31,-0.08628825446230004,-0.17528402007511978,0.4241442785140153,-0.32492092038065945,-0.2407825640764997,-0.37043708333459396,-0.5394667104530132,146,0.3424657534246575,0.9170171727276784,-0.0023529135607064547,2.452054794520548,-0.004024936078461573,71.9206574849912,0.7466541700186643,913711.7455377,-0.021815344757348365,-0.12169285646600003,-0.07584634820825964,-0.1341800105640888,-0.06447290970495168,-0.0104419062540404,151,0,0,0,0,26,0,4,6_months,first_pass_new,119,150,True,frozen_before_horizon_comparison,8
daily_rank_no_touch_10_time2,6_months,2026-02-01,2026-07-31,-0.08743978354010096,-0.17750210299837554,0.334950105364037,-0.19376017556549496,-0.4155650832048171,-0.6741066891348847,-0.9160917741756285,578,0.45674740484429066,0.9162497371913875,-0.0019120154127480258,1.8633217993079585,-0.005050572433245807,109.52237826444006,0.8732766422324114,912560.2164598991,-0.021815344757348365,-0.12169285646600003,-0.07584634820825964,-0.1341800105640888,-0.06562443878275259,-0.011593435331841317,595,0,0,0,0,21,0,10,6_months,first_pass_new,119,588,True,frozen_before_horizon_comparison,9
daily_rank_10_time2,6_months,2026-02-01,2026-07-31,-0.12276389781390173,-0.24400316791613041,0.3471111926386088,-0.18526826991765355,-0.631853487522293,-1.0793607495374697,-1.3170262129860815,575,0.4573913043478261,0.9151650046704949,-0.0015485491736363136,1.8313043478260869,0.004549329261475854,109.6290245736336,0.8654750853152721,877236.1021860982,-0.021815344757348365,-0.12169285646600003,-0.07584634820825964,-0.1341800105640888,-0.10094855305655337,-0.046917549605642095,590,1,0,0,0,30,0,10,6_months,first_pass_new,119,585,True,frozen_before_horizon_comparison,10
risk_adjusted20_4_ma20,6_months,2026-02-01,2026-07-31,-0.1264600802443998,-0.25078950407208533,0.30137775809761785,-0.19655384532417997,-0.8057062269991716,-1.1325319063668946,-1.2759328297976236,60,0.3,0.7488269802829383,-0.010638272277023407,6.95,0.0004386407283394511,29.68947923783553,0.9092013185970206,873539.9197556002,-0.021815344757348365,-0.12169285646600003,-0.07584634820825964,-0.1341800105640888,-0.10464473548705144,-0.05061373203614017,64,0,0,0,0,3,0,4,6_months,first_pass_new,119,64,True,frozen_before_horizon_comparison,11
daily_rank_no_touch_10_time1,6_months,2026-02-01,2026-07-31,-0.1599673537891021,-0.3108283530859658,0.33560349372139775,-0.22899471735476673,-0.9399886806276503,-1.3782037108815735,-1.3573603648001167,1152,0.4644097222222222,0.8989562903669087,-0.0017103508707373644,1.0,-0.004458117791719087,217.50450219623772,0.9213145811555128,840032.646210898,-0.021815344757348365,-0.12169285646600003,-0.07584634820825964,-0.1341800105640888,-0.13815200903175373,-0.08412100558084246,1180,0,0,0,0,43,0,10,6_months,first_pass_new,119,1162,True,frozen_before_horizon_comparison,12
risk_adjusted20_6_ma20,6_months,2026-02-01,2026-07-31,-0.17907376981379974,-0.3438721288252232,0.3204164723670677,-0.23415803671718816,-1.1523502669934593,-1.5602733315469255,-1.4685471984911873,95,0.28421052631578947,0.6825961480343673,-0.01343435039036833,6.442105263157894,-0.00116034419383883,30.844046170162873,0.8849388450655513,820926.2301862002,-0.021815344757348365,-0.12169285646600003,-0.07584634820825964,-0.1341800105640888,-0.15725842505645138,-0.1032274216055401,101,0,0,0,0,5,0,6,6_months,first_pass_new,119,101,True,frozen_before_horizon_comparison,13
posthoc_risk20_4_ma60_hold60,6_months,2026-02-01,2026-07-31,-0.22354188266500008,-0.4174451536283893,0.3191686532719009,-0.23904741775937877,-1.5314640135256812,-2.611295269018362,-1.746285977657298,19,0.10526315789473684,0.02407183418833455,-0.06217570085385875,21.94736842105263,0.005611404129078316,9.665212020063992,0.9486539683693345,776458.117335,-0.021815344757348365,-0.12169285646600003,-0.07584634820825964,-0.1341800105640888,-0.20172653790765172,-0.14769553445674044,23,0,0,0,0,0,0,4,6_months,posthoc_new,119,23,True,posthoc_test_seen_not_validated,14
posthoc_risk20_4_ma60_hold40,6_months,2026-02-01,2026-07-31,-0.23054723626499996,-0.4286121862550525,0.3093816872414086,-0.23515346908775214,-1.6524766449486756,-2.926363706532066,-1.822691316942075,20,0.15,0.050681595341960824,-0.060261190589328426,20.85,0.005454121593857275,9.912145081305233,0.9471254101758639,769452.763735,-0.021815344757348365,-0.12169285646600003,-0.07584634820825964,-0.1341800105640888,-0.2087318915076516,-0.15470088805674032,24,0,0,0,0,0,0,4,6_months,posthoc_new,119,24,True,posthoc_test_seen_not_validated,15
posthoc_risk20_6_ma60_hold60,6_months,2026-02-01,2026-07-31,-0.24142860829099988,-0.44573015245227554,0.312514487654982,-0.28189756811218347,-1.7292330783271423,-2.5764340088628943,-1.5811777144345336,31,0.16129032258064516,0.0374043004501699,-0.06305459679138643,19.967741935483872,0.0031380338245854005,9.9353812482182,0.9663182220718166,758571.3917090001,-0.021815344757348365,-0.12169285646600003,-0.07584634820825964,-0.1341800105640888,-0.21961326353365151,-0.16558226008274024,37,0,0,0,0,0,0,6,6_months,posthoc_new,119,37,True,posthoc_test_seen_not_validated,16
daily_breakout_2_time5_market_ma60,6_months,2026-02-01,2026-07-31,-0.26783924402720016,-0.4861286017152978,0.36781147002195097,-0.28864250674995606,-1.622166107742536,-1.8775944573710928,-1.6841892318251626,52,0.36538461538461536,0.6764743540646247,-0.010535862876553797,2.3653846153846154,-0.0025219413861412446,50.04157151356239,0.49059934221269835,732160.7559727998,-0.021815344757348365,-0.12169285646600003,-0.07584634820825964,-0.1341800105640888,-0.2460238992698518,-0.19199289581894052,52,0,1,0,0,14,37,0,6_months,first_pass_new,119,52,True,frozen_before_horizon_comparison,17
posthoc_risk20_6_ma60_hold40,6_months,2026-02-01,2026-07-31,-0.27121720714099984,-0.4911784983234093,0.3106258102197125,-0.31009697756858656,-2.0166406800380368,-3.0790663458346375,-1.5839512599401957,34,0.17647058823529413,0.06972172929652234,-0.06245597756703544,18.058823529411764,0.0036951485885629346,10.934907946211574,0.9626171015526501,728782.7928590002,-0.021815344757348365,-0.12169285646600003,-0.07584634820825964,-0.1341800105640888,-0.24940186238365147,-0.1953708589327402,40,0,0,0,0,0,0,6,6_months,posthoc_new,119,40,True,posthoc_test_seen_not_validated,18
reversal10_4_time5,6_months,2026-02-01,2026-07-31,-0.2745272262763,-0.4961011055999339,0.3721626909193894,-0.4055823096297302,-1.6521482271494468,-2.5368958193345854,-1.223182308056881,112,0.42857142857142855,0.7191862876098352,-0.009829417772755852,3.669642857142857,-0.0016310792587728093,54.68092901522846,0.8561473682595224,725472.7737237,-0.021815344757348365,-0.12169285646600003,-0.07584634820825964,-0.1341800105640888,-0.25271188151895163,-0.19868087806804036,116,0,0,0,0,5,0,4,6_months,first_pass_new,119,116,True,frozen_before_horizon_comparison,19
daily_rank_10_time1,6_months,2026-02-01,2026-07-31,-0.33955565619300054,-0.5876713958197235,0.33927263414869135,-0.36591173206658456,-2.4360118745974524,-3.650939109999129,-1.6060468804886134,1137,0.45030782761653476,0.8212007637675264,-0.0035307272202596027,1.0,0.0028410763411855313,215.41587695898696,0.9204798053870532,660444.3438069995,-0.021815344757348365,-0.12169285646600003,-0.07584634820825964,-0.1341800105640888,-0.3177403114356522,-0.2637093079847409,1180,4,0,0,9,66,0,10,6_months,first_pass_new,119,1147,True,frozen_before_horizon_comparison,20
daily_breakout_2_time1,6_months,2026-02-01,2026-07-31,-0.4737246469360008,-0.7461223675189428,0.5721614468006874,-0.520079092544694,-2.1012279687904702,-3.13808923381739,-1.4346324976615423,233,0.41630901287553645,0.670205726908621,-0.005686013686507222,1.0,-0.004720491271066232,225.1363979989443,0.9552806737559716,526275.3530639992,-0.021815344757348365,-0.12169285646600003,-0.07584634820825964,-0.1341800105640888,-0.45190930217865244,-0.39787829872774116,236,0,3,0,0,41,0,2,6_months,first_pass_new,119,235,True,frozen_before_horizon_comparison,21
daily_breakout_2_time3,1_year,2025-08-01,2026-07-31,1.3677829783340991,1.4627937268456352,0.47024626075317333,-0.14882012377681686,2.1538743896989136,3.9629138455794073,9.829273687739727,187,0.5401069518716578,1.3887527009378406,0.01004208263294582,1.9572192513368984,-0.004531182373923885,178.02079330623727,0.7164073223277154,2367782.978334099,0.15144877736418705,-0.12169285646600003,0.14169349710829304,-0.13418001056408857,1.216334200969912,1.226089481225806,189,0,19,0,0,31,0,2,1_year,first_pass_new,242,189,False,frozen_before_horizon_comparison,1
daily_breakout_2_time2,1_year,2025-08-01,2026-07-31,0.8362908738840003,0.8879417785570058,0.4694468908674665,-0.3161905552748153,1.5897941438849552,2.5755154633358135,2.808248898469646,239,0.5062761506276151,1.1879187458571259,0.0055049172155167605,1.5606694560669456,-0.0041410459107831,227.04522140286983,0.736626149161014,1836290.8738840003,0.15144877736418705,-0.12169285646600003,0.14169349710829304,-0.13418001056408857,0.6848420965198132,0.6945973767757072,241,0,22,0,0,37,0,2,1_year,first_pass_new,242,241,False,frozen_before_horizon_comparison,2
daily_breakout_2_time10,1_year,2025-08-01,2026-07-31,0.7651039207394994,0.8114804584020312,0.44606755972969847,-0.21326681287609306,1.5555846519549952,2.755187461602809,3.805001103821518,128,0.484375,1.3114107381679467,0.010145244750832491,2.8203125,-0.004111358298070673,127.87538479638685,0.7283413111734776,1765103.9207394994,0.15144877736418705,-0.12169285646600003,0.14169349710829304,-0.13418001056408857,0.6136551433753124,0.6234104236312064,130,0,5,0,0,22,0,2,1_year,first_pass_new,242,130,False,frozen_before_horizon_comparison,3
daily_breakout_2_fixed,1_year,2025-08-01,2026-07-31,0.6224244521262012,0.6586587834761257,0.4426263319119955,-0.20652351207601616,1.3649713708583304,2.3766609821329805,3.1892677829035265,114,0.47368421052631576,1.2805288094268494,0.00950734864602,3.2017543859649122,-0.0039249302569950035,114.65981580477849,0.7338986944859439,1622424.4521262012,0.15144877736418705,-0.12169285646600003,0.14169349710829304,-0.13418001056408857,0.4709756747620142,0.4807309550179082,116,0,3,0,0,18,0,2,1_year,existing_git,242,116,False,frozen_before_horizon_comparison,4
daily_breakout_2_time5,1_year,2025-08-01,2026-07-31,0.5619580969579001,0.5940761349085959,0.4589744697445101,-0.23812255094721935,1.2464187496704957,1.995826793929949,2.4948335743315417,148,0.4594594594594595,1.1884317212784399,0.0071245157945055105,2.439189189189189,-0.002868591182759959,145.7035670621436,0.7261904874011574,1561958.0969579,0.15144877736418705,-0.12169285646600003,0.14169349710829304,-0.13418001056408857,0.41050931959371306,0.42026459984960707,150,0,6,0,0,27,0,2,1_year,first_pass_new,242,150,False,frozen_before_horizon_comparison,5
daily_breakout_2_time5_market_ma20,1_year,2025-08-01,2026-07-31,0.38294778806460084,0.4035652396399656,0.3793688486956398,-0.1694270047199583,1.0835315359253659,1.4860643939142215,2.3819416527312667,103,0.4854368932038835,1.2338791136989675,0.007633781616043437,2.563106796116505,-0.003491741900746667,99.43113685808005,0.5311786507254549,1382947.788064601,0.15144877736418705,-0.12169285646600003,0.14169349710829304,-0.13418001056408857,0.2314990107004138,0.2412542909563078,103,0,1,0,0,14,75,0,1_year,first_pass_new,242,103,False,frozen_before_horizon_comparison,6
daily_breakout_4_time10,1_year,2025-08-01,2026-07-31,0.37982074886159967,0.4002468970843365,0.34024133395059797,-0.17843392484028564,1.159484025055231,2.1149253261063716,2.2431098651368755,251,0.4541832669322709,1.1479585049363783,0.005583211387895148,2.8685258964143427,-0.005499320685762639,123.35922556402541,0.7284496091956199,1379820.7488615997,0.15144877736418705,-0.12169285646600003,0.14169349710829304,-0.13418001056408857,0.22837197149741262,0.23812725175330662,255,0,0,0,0,42,0,4,1_year,first_pass_new,242,255,False,frozen_before_horizon_comparison,7
posthoc_risk20_6_ma60_hold40,1_year,2025-08-01,2026-07-31,0.33005723964750056,0.34748569689660247,0.3294516720868401,-0.18854192582077456,1.070814774138341,1.5598822833270203,1.8430155276281506,50,0.36,1.5054935750797647,0.03433948662460465,26.92,-0.0008092093413342938,16.416758123875688,0.9649450450111692,1330057.2396475004,0.15144877736418705,-0.12169285646600003,0.14169349710829304,-0.13418001056408857,0.1786084622833135,0.1883637425392075,56,0,0,0,0,0,0,6,1_year,posthoc_new,242,56,False,posthoc_test_seen_not_validated,8
posthoc_risk20_4_ma60_hold40,1_year,2025-08-01,2026-07-31,0.217944516882,0.2289545276501448,0.3089688478556257,-0.17845765493534693,0.8218128563946865,1.3358916462505552,1.2829627719421297,37,0.32432432432432434,1.2565592278010471,0.02042825696901605,24.0,-0.001451400422601765,18.022237938705196,0.9652933215239127,1217944.516882,0.15144877736418705,-0.12169285646600003,0.14169349710829304,-0.13418001056408857,0.06649573951781296,0.07625101977370696,41,0,0,0,0,0,0,4,1_year,posthoc_new,242,41,False,posthoc_test_seen_not_validated,9
risk_adjusted20_6_ma20,1_year,2025-08-01,2026-07-31,0.16032813946119995,0.1682303830273999,0.3005574742285684,-0.23419745049497753,0.6688250186494474,0.8966680283772201,0.7183271323912541,180,0.36666666666666664,1.10494930580581,0.0052312017030408655,7.2444444444444445,-0.0007303809191666264,58.9921015497618,0.9003129599327034,1160328.1394612,0.15144877736418705,-0.12169285646600003,0.14169349710829304,-0.13418001056408857,0.0088793620970129,0.018634642352906905,186,0,0,0,0,6,0,6,1_year,first_pass_new,242,186,False,frozen_before_horizon_comparison,10
risk_adjusted20_4_ma20,1_year,2025-08-01,2026-07-31,0.11247152619500045,0.11789670363561355,0.2987300731003011,-0.20044223114461657,0.5231807232567994,0.7697426880531282,0.5881829540729496,115,0.3565217391304348,1.073246581182701,0.0038062589929343344,7.608695652173913,-0.0004883127978868159,56.717014129216004,0.9078285560690553,1112471.5261950004,0.15144877736418705,-0.12169285646600003,0.14169349710829304,-0.13418001056408857,-0.0389772511691866,-0.029221970913292594,119,0,0,0,0,4,0,4,1_year,first_pass_new,242,119,False,frozen_before_horizon_comparison,11
momentum5_4_time10,1_year,2025-08-01,2026-07-31,0.061683804750100046,0.06458831523647768,0.3948284055865317,-0.3213600218728351,0.35713871310453277,0.5300348300114477,0.2009842881515481,270,0.37407407407407406,1.0069190213376664,0.0014133451376794493,2.9,-0.003537545233667262,132.729165005079,0.7943234608610857,1061683.8047501,0.15144877736418705,-0.12169285646600003,0.14169349710829304,-0.13418001056408857,-0.089764972614087,-0.080009692358193,275,0,0,0,0,35,0,4,1_year,first_pass_new,242,274,False,frozen_before_horizon_comparison,12
posthoc_risk20_6_ma60_hold60,1_year,2025-08-01,2026-07-31,0.03266545386859998,0.03418161056308833,0.30034116630613283,-0.2594573989651403,0.262591927157086,0.3689710089993676,0.1317426702781401,41,0.36585365853658536,1.0206299915581118,0.005121139359431426,33.170731707317074,-0.0026435948025415857,13.292308976374985,0.977230405625999,1032665.4538686,0.15144877736418705,-0.12169285646600003,0.14169349710829304,-0.13418001056408857,-0.11878332349558707,-0.10902804323969306,47,0,0,0,0,0,0,6,1_year,posthoc_new,242,47,False,posthoc_test_seen_not_validated,13
posthoc_risk20_4_ma60_hold60,1_year,2025-08-01,2026-07-31,-0.02689097929999995,-0.028100962718681344,0.33367229877301635,-0.3177233537591415,0.08202871976937536,0.11978506876286299,-0.08844475039749207,29,0.3103448275862069,0.8038707330564517,-0.0062055109400763414,31.344827586206897,-0.0019467022981390493,13.77970676053866,0.9730613885445709,973109.0207,0.15144877736418705,-0.12169285646600003,0.14169349710829304,-0.13418001056408857,-0.178339756664187,-0.168584476408293,33,0,0,0,0,0,0,4,1_year,posthoc_new,242,33,False,posthoc_test_seen_not_validated,14
daily_rank_no_touch_10_time2,1_year,2025-08-01,2026-07-31,-0.09032098385250276,-0.09424299068678588,0.3562657441047287,-0.38977947490229037,-0.09982961495153425,-0.15889095277612691,-0.24178541138014165,1190,0.46050420168067224,0.9614394538765282,-0.00047558686951965713,1.8890756302521008,-0.003310409567455407,226.9864459259862,0.894277537611178,909679.0161474972,0.15144877736418705,-0.12169285646600003,0.14169349710829304,-0.13418001056408857,-0.2417697612166898,-0.2320144809607958,1213,0,0,0,0,41,0,10,1_year,first_pass_new,242,1200,False,frozen_before_horizon_comparison,15
daily_rank_10_time2,1_year,2025-08-01,2026-07-31,-0.11143007749820177,-0.11620868022843345,0.3709948076883708,-0.32649797702006833,-0.14764828583093378,-0.24339524010581995,-0.3559246562231858,1188,0.4562289562289562,0.9681437201035603,-0.00011854647052492276,1.8644781144781144,0.006298340369441153,227.6319779025989,0.8858229522810562,888569.9225017983,0.15144877736418705,-0.12169285646600003,0.14169349710829304,-0.13418001056408857,-0.2628788548623888,-0.2531235746064948,1218,7,0,3,0,69,0,10,1_year,first_pass_new,242,1198,False,frozen_before_horizon_comparison,16
daily_breakout_2_time5_market_ma60,1_year,2025-08-01,2026-07-31,-0.1377473420473987,-0.14356048021167322,0.3871044998058165,-0.33035051975543295,-0.20652631721628162,-0.28247399366386766,-0.4345701660101966,113,0.415929203539823,0.9260323151833202,-0.0012004169929210342,2.575221238938053,-0.001771635584845108,110.30709993999008,0.5773180315499438,862252.6579526013,0.15144877736418705,-0.12169285646600003,0.14169349710829304,-0.13418001056408857,-0.28919611941158574,-0.27944083915569173,113,0,2,0,0,22,56,0,1_year,first_pass_new,242,113,False,frozen_before_horizon_comparison,17
daily_rank_no_touch_10_time1,1_year,2025-08-01,2026-07-31,-0.1392335396110036,-0.1451039747878219,0.37205479526812707,-0.3660538658002994,-0.23543369052390994,-0.3698933791743638,-0.3964006075187397,2363,0.456622936944562,0.9592515184093653,-0.00045685786610660497,1.000846381718155,-0.0029155840416244263,448.98057413714395,0.9350063276118714,860766.4603889964,0.15144877736418705,-0.12169285646600003,0.14169349710829304,-0.13418001056408857,-0.29068231697519065,-0.28092703671929664,2410,0,0,2,6,72,0,10,1_year,first_pass_new,242,2373,False,frozen_before_horizon_comparison,18
daily_breakout_2_time1,1_year,2025-08-01,2026-07-31,-0.30586993068610313,-0.31734115920393713,0.5550515513772298,-0.6459771564525116,-0.40903873094067095,-0.6409209948375714,-0.49125755614434974,478,0.4393305439330544,0.9265720701174848,-0.0013455408744976534,1.0,-0.004836803797034242,458.809832355119,0.9547185730399349,694130.0693138968,0.15144877736418705,-0.12169285646600003,0.14169349710829304,-0.13418001056408857,-0.4573187080502902,-0.4475634277943962,480,0,19,0,0,71,0,2,1_year,first_pass_new,242,480,False,frozen_before_horizon_comparison,19
reversal10_4_time5,1_year,2025-08-01,2026-07-31,-0.34128680505070075,-0.35371943895973945,0.33407005685423075,-0.4813512493782277,-1.1382188526366277,-1.7993656856472844,-0.7348468284161449,217,0.43317972350230416,0.786509284827312,-0.006613988302224377,4.0046082949308754,-0.0005820659339967652,105.48105051435947,0.8812571475260442,658713.1949492992,0.15144877736418705,-0.12169285646600003,0.14169349710829304,-0.13418001056408857,-0.4927355824148878,-0.4829803021589938,221,0,0,0,0,6,0,4,1_year,first_pass_new,242,221,False,frozen_before_horizon_comparison,20
daily_rank_10_time1,1_year,2025-08-01,2026-07-31,-0.4003584217429019,-0.41419372815410793,0.3807724693384031,-0.51065952344644,-1.213150238988654,-1.9291192209145285,-0.811095669691452,2325,0.44516129032258067,0.9015540298052038,-0.0019424145078542983,1.0034408602150537,0.004432958832654835,442.5123293914192,0.9256644259852458,599641.5782570981,0.15144877736418705,-0.12169285646600003,0.14169349710829304,-0.13418001056408857,-0.551807199107089,-0.542051918851195,2410,10,0,8,15,105,0,10,1_year,first_pass_new,242,2335,False,frozen_before_horizon_comparison,21
daily_breakout_2_fixed,3_years,2023-08-01,2026-07-31,0.7903605314081996,0.2240454031825787,0.3658641925778134,-0.32379790302816747,0.7346809422782118,1.2872440707455968,0.691929753365601,290,0.4379310344827586,1.1520367583726763,0.004973652383614035,3.9689655172413794,-0.004789994636079501,288.2184082413466,0.7497503980737721,1790360.5314081996,0.1691417138257849,-0.22994690406725937,0.21105414239880638,-0.2574665455955074,0.6212188175824147,0.5793063890093932,292,0,26,0,0,46,0,2,3_years,existing_git,727,292,False,frozen_before_horizon_comparison,1
daily_breakout_2_time10,3_years,2023-08-01,2026-07-31,0.17726389094989803,0.05828059130922303,0.39105304631408916,-0.4482575207788011,0.3392334982099017,0.5919361886396746,0.13001586946710125,332,0.42168674698795183,1.0304663189620473,0.0016744695951469897,3.4728915662650603,-0.0036663730212497395,322.1930194794761,0.75555529243308,1177263.890949898,0.1691417138257849,-0.22994690406725937,0.21105414239880638,-0.2574665455955074,0.008122177124113117,-0.03379025144890835,335,1,19,0,0,59,0,2,3_years,first_pass_new,727,334,False,frozen_before_horizon_comparison,2
posthoc_risk20_4_ma60_hold60,3_years,2023-08-01,2026-07-31,0.015555771334000212,0.005372337089509349,0.2905358221692237,-0.3632586389582071,0.16340519053797897,0.2376380259923112,0.014789289264851969,87,0.27586206896551724,0.9793841310883097,0.010713073498917553,32.4367816091954,-0.0005703986443814327,41.10521844938743,0.9685406178805936,1015555.7713340003,0.1691417138257849,-0.22994690406725937,0.21105414239880638,-0.2574665455955074,-0.1535859424917847,-0.19549837106480616,91,0,0,0,0,0,0,4,3_years,posthoc_new,727,91,False,posthoc_test_seen_not_validated,3
risk_adjusted20_6_ma20,3_years,2023-08-01,2026-07-31,-0.07664307332850073,-0.02729861433329339,0.2505576068705968,-0.38803603386409036,0.01503443961368612,0.021526965959920617,-0.07035071990982861,470,0.33404255319148934,0.9615911266532633,-0.0001467997212510469,8.76595744680851,-0.0005193553052639121,153.10467239745756,0.9297712767263981,923356.9266714993,0.1691417138257849,-0.22994690406725937,0.21105414239880638,-0.2574665455955074,-0.24578478715428564,-0.2876972157273071,476,0,0,0,0,8,0,6,3_years,first_pass_new,727,476,False,frozen_before_horizon_comparison,4
posthoc_risk20_6_ma60_hold60,3_years,2023-08-01,2026-07-31,-0.08084599698560024,-0.028837731955568824,0.2681804168865726,-0.37472375070150044,0.024884529071966473,0.03525263885711817,-0.07695731028946855,131,0.2824427480916031,0.8966419525142372,0.0010589672869542662,32.3587786259542,-0.001794324182349147,41.448551873110645,0.9734072300484548,919154.0030143998,0.1691417138257849,-0.22994690406725937,0.21105414239880638,-0.2574665455955074,-0.24998771081138516,-0.2919001393844066,137,0,0,0,0,0,0,6,3_years,posthoc_new,727,137,False,posthoc_test_seen_not_validated,5
posthoc_risk20_6_ma60_hold40,3_years,2023-08-01,2026-07-31,-0.08260187267290009,-0.02948209739214913,0.24574747673058073,-0.35876952365804093,0.001072332204757636,0.0014916173406672058,-0.08217559031086993,160,0.35,0.9066207847451326,0.0002858192980275965,26.40625,8.891643636881053e-05,51.30329723912394,0.9652026717081482,917398.1273270999,0.1691417138257849,-0.22994690406725937,0.21105414239880638,-0.2574665455955074,-0.251743586498685,-0.29365601507170647,166,0,0,0,0,0,0,6,3_years,posthoc_new,727,166,False,posthoc_test_seen_not_validated,6
risk_adjusted20_4_ma20,3_years,2023-08-01,2026-07-31,-0.08697264952390016,-0.031089575114490287,0.2655515963703467,-0.4270893280965151,0.013823060165414838,0.02109111613932633,-0.07279408093162318,313,0.3258785942492013,0.9564923918139678,-0.0004005972883133053,8.805111821086262,-0.00012133597408075554,152.87352968708944,0.9345837251266234,913027.3504760999,0.1691417138257849,-0.22994690406725937,0.21105414239880638,-0.2574665455955074,-0.25611436334968507,-0.29802679192270654,317,0,0,0,0,5,0,4,3_years,first_pass_new,727,317,False,frozen_before_horizon_comparison,7
daily_breakout_2_time5_market_ma20,3_years,2023-08-01,2026-07-31,-0.10139113727039983,-0.03642828343448612,0.32347134489744134,-0.4588516091783996,0.04674150813278233,0.059294676049286434,-0.07939011808134022,241,0.4107883817427386,0.9596045029193934,0.00016574701996829866,2.6514522821576763,-0.002470630491229998,230.52827710355783,0.4243209573120766,898608.8627296002,0.1691417138257849,-0.22994690406725937,0.21105414239880638,-0.2574665455955074,-0.27053285109618475,-0.3124452796692062,241,0,7,0,0,34,330,0,3_years,first_pass_new,727,241,False,frozen_before_horizon_comparison,8
daily_breakout_2_time5_market_ma60,3_years,2023-08-01,2026-07-31,-0.11283503767350078,-0.04070554514949021,0.32603549625980915,-0.3328753221645605,0.03475577629854548,0.046251984183029574,-0.1222846586667875,253,0.41106719367588934,0.9699492349623038,0.0005224480706718636,2.5849802371541504,-0.00276103390001454,253.14761128936934,0.4279029735423978,887164.9623264992,0.1691417138257849,-0.22994690406725937,0.21105414239880638,-0.2574665455955074,-0.2819767514992857,-0.32388918007230716,253,0,16,0,0,46,309,0,3_years,first_pass_new,727,253,False,frozen_before_horizon_comparison,9
daily_breakout_2_time2,3_years,2023-08-01,2026-07-31,-0.20977181105739995,-0.07847072073096073,0.42697950830048875,-0.6626723994698005,0.021125835705375278,0.03539109709570279,-0.11841555615375651,714,0.4341736694677871,0.942402902246918,-0.00022951694689586277,1.649859943977591,-0.0037251501060448534,686.9373057498921,0.7847921606141337,790228.1889426,0.1691417138257849,-0.22994690406725937,0.21105414239880638,-0.2574665455955074,-0.37891352488318486,-0.4208259534562063,716,0,23,0,0,83,0,2,3_years,first_pass_new,727,716,False,frozen_before_horizon_comparison,10
posthoc_risk20_4_ma60_hold40,3_years,2023-08-01,2026-07-31,-0.26063547630329986,-0.09950802355330701,0.26204849510064593,-0.41586648881975763,-0.26864679567034555,-0.37011179696825164,-0.2392787739058128,105,0.3047619047619048,0.7726929716998219,-0.007719599126130975,26.885714285714286,0.00042228130785182925,50.2183311434402,0.9620608440659403,739364.5236967001,0.1691417138257849,-0.22994690406725937,0.21105414239880638,-0.2574665455955074,-0.4297771901290848,-0.47168961870210624,109,0,0,0,0,0,0,4,3_years,posthoc_new,727,109,False,posthoc_test_seen_not_validated,11
daily_breakout_2_time3,3_years,2023-08-01,2026-07-31,-0.31639775654750135,-0.12368739449688715,0.41875729622389346,-0.6980253601107016,-0.10668657820931077,-0.1879693366969695,-0.1771961329274215,545,0.43119266055045874,0.8964709118500253,-0.000991882321264498,2.095412844036697,-0.003981195746275837,519.2244646641282,0.7548350479114798,683602.2434524987,0.1691417138257849,-0.22994690406725937,0.21105414239880638,-0.2574665455955074,-0.48553947037328626,-0.5274518989463077,550,1,23,0,0,75,0,2,3_years,first_pass_new,727,547,False,frozen_before_horizon_comparison,12
daily_breakout_2_time5,3_years,2023-08-01,2026-07-31,-0.3301573394921009,-0.12985051886353738,0.40386111095453425,-0.6636662545667009,-0.14356117619499598,-0.2534086273452456,-0.1956563528279965,418,0.3923444976076555,0.8816768118059106,-0.0013115620034618877,2.729665071770335,-0.0031101796258727905,401.6800794953194,0.7580427537003394,669842.6605078991,0.1691417138257849,-0.22994690406725937,0.21105414239880638,-0.2574665455955074,-0.4992990533178858,-0.5412114818909073,420,0,13,0,0,66,0,2,3_years,first_pass_new,727,420,False,frozen_before_horizon_comparison,13
