strategy,split,start_date,end_date,total_return,annual_return,annual_volatility,max_drawdown,sharpe,sortino,calmar,trades,win_rate,profit_factor,average_trade_return,average_holding_days,average_entry_gap,turnover,average_exposure,final_equity,benchmark_total_return,benchmark_max_drawdown,equal_weight_total_return,equal_weight_max_drawdown,excess_total_return,excess_vs_equal_weight,buy_attempts,buy_blocked_limit,buy_capacity_limited,sell_blocked_limit,sell_blocked_suspension,t1_stop_triggered,market_gate_blocked_days,open_positions_at_end,kronos_universe_symbols,validation_status
kronos_mean10_10_time10,kronos,2026-07-01,2026-07-31,0.0038761569700000997,0.04531030924056334,0.03947038215883296,-0.008567568169816853,1.1425619913788663,1.4919899706153898,5.288584618467288,3,0.6666666666666666,7.983643567393237,0.013268741670785594,10.0,-0.006502206443810943,0.5888728439960014,0.12708634129528212,1003876.15697,-0.10204316176941108,-0.11342938555433024,0.08000574835035601,-0.02542290678260173,0.10591931873941118,-0.07612959138035591,3,0,0,0,0,0,0,0,3,engineering_pilot_not_performance_test
