strategy,split,total_return,annual_return,annual_volatility,max_drawdown,sharpe,sortino,calmar,trades,win_rate,profit_factor,average_trade_return,average_holding_days,average_entry_gap,turnover,average_exposure,final_equity,benchmark_total_return,benchmark_max_drawdown
daily_breakout_2_fixed_baseline,train,-0.4667387259784994,-0.15098738312976256,0.32145682288154703,-0.6557662712426818,-0.34903075843229603,-0.5937327915710403,-0.23024572892966938,336,0.37202380952380953,0.9018292372999466,-0.004129809494961232,4.711309523809524,-0.005416842342052508,319.4096193355749,0.7519092041011798,533261.2740215006,-0.22437400279611652,-0.4295736613831076
daily_breakout_2_fixed_baseline,test,0.9917290373160002,0.5773064314506067,0.40197864464547606,-0.2038388808216408,1.3349196597161948,2.3635264784455234,2.8321703353333767,169,0.47928994082840237,1.2814248794307617,0.010043948082301583,3.497041420118343,-0.004087936546191974,169.3286187621463,0.7475647595331436,1991729.037316,0.23937888743708902,-0.12169285646600014
daily_breakout_2_fixed_regime_sized,train,-0.27525626912379975,-0.08039411577747801,0.23194422295299416,-0.5414612400356542,-0.24602920089680638,-0.38755330024386164,-0.1484762155314833,336,0.37202380952380953,0.9218894589004436,-0.004129809494961221,4.711309523809524,-0.005416842342052508,208.23727703726274,0.46967939517281837,724743.7308762003,-0.22437400279611652,-0.4295736613831076
daily_breakout_2_fixed_regime_sized,test,0.42777703550979873,0.26559591019352413,0.34591298869516157,-0.1977177412997717,0.8538057385009694,1.3812655786321564,1.343308437814077,169,0.47928994082840237,1.1682213961182832,0.010043948082301569,3.497041420118343,-0.004087936546191974,135.95021432684013,0.6049022765509687,1427777.0355097987,0.23937888743708902,-0.12169285646600014
risk_adjusted20_4_ma20_baseline,train,-0.18219458894630058,-0.051013315638877565,0.2894191177472614,-0.5654832896374833,-0.0362232798035986,-0.05716740349547666,-0.09021188879264828,443,0.35214446952595935,0.9590996804929909,-0.00022493435097387042,8.216704288939052,-0.001323102870027518,218.20727508947263,0.9251065525440803,817805.4110536994,-0.22437400279611652,-0.4295736613831076
risk_adjusted20_4_ma20_baseline,test,0.021224203943800646,0.013988088204749838,0.2788198640151923,-0.20464249582519978,0.1896430666013964,0.27757765183320277,0.06835378032477718,171,0.3333333333333333,0.9987733418208959,0.0009108760735187071,8.304093567251462,-0.00028309411096934315,84.56594886889471,0.9242192500954568,1021224.2039438006,0.23937888743708902,-0.12169285646600014
risk_adjusted20_4_ma20_regime_sized,train,-0.07019559380659979,-0.018768759345426655,0.20885554518154628,-0.45929652000322974,0.013840059890890894,0.01984655953498188,-0.04086414446444026,443,0.35214446952595935,0.9753822245133913,-0.00022493435097386766,8.216704288939052,-0.001323102870027518,136.40021833574173,0.6070114969005205,929804.4061934003,-0.22437400279611652,-0.4295736613831076
risk_adjusted20_4_ma20_regime_sized,test,0.17109654945969943,0.11011609907098974,0.25267655480170037,-0.1623174223360161,0.5399107731116237,0.7868207973986187,0.6783997520798261,171,0.3333333333333333,1.119424803731064,0.000910876073518686,8.304093567251462,-0.00028309411096934315,71.37180996506986,0.7567555720267901,1171096.5494596995,0.23937888743708902,-0.12169285646600014
